productivity_score,focus_score,study_hours,xp,level,streak_days,completed_tasks,pending_tasks,coding_hours,reading_hours,revision_hours,quiz_score,productive_minutes,distraction_minutes,idle_minutes,sleep_hours,skill_progress,deadline_completion_rate,focus_sessions,average_session_minutes,recommendation
87.68,91.48,4.81,30550,31,58,18,3,1.72,1.57,1.53,98.38,194.79,86.57,73.1,6.11,78.49,74.79,2,38.81,7
82.3,93.43,6.26,36506,37,50,15,2,1.44,2.84,1.68,84.51,294.73,64.09,75.28,6.14,91.08,73.14,2,35.13,7
77.61,84.64,7.42,25156,26,48,7,3,1.67,2.19,2.09,70.45,499.93,93.04,76.26,7.67,52.96,87.67,6,59.12,2
47.55,63.58,1.71,13835,14,30,1,2,1.28,1.76,0.18,56.05,94.99,145.26,120.85,6.7,37.83,59.36,1,16.75,5
71.52,79.89,8.51,28310,29,44,13,8,1.32,2.03,1.57,59.63,339.28,95.06,104.43,8.08,63.29,65.99,4,57.06,2
89.1,74.83,6.08,23137,24,55,10,2,1.76,2.7,2.02,75.43,314.78,108.11,74.76,6.42,55.56,83.86,6,82.57,2
68.06,60.96,5.74,35421,36,41,4,5,1.26,1.06,1.21,60.74,230.59,158.04,95.6,7.55,88.68,77.07,3,31.95,0
44.28,77.15,1.47,13256,14,27,1,2,0.12,1.35,1.17,24.01,93.79,111.38,124.3,7.61,34.58,58.68,2,30.43,5
95.21,72.74,5.28,32729,33,59,7,5,1.45,1.44,1.51,79.44,212.7,127.77,64.93,6.54,80.39,87.78,3,41.41,7
34.66,67.5,1.03,5582,6,27,1,3,1.39,1.48,0.13,18.41,113.98,121.78,148.36,6.51,15.43,44.28,2,15.17,5
74.06,92.35,9.38,28025,29,51,15,8,1.07,2.02,2.02,70.86,444.95,60.09,81.69,8.97,59.98,84.07,6,93.04,2
78.23,66.73,4.93,32662,33,52,9,4,1.43,2.99,1.74,72.44,296.9,151.92,87.91,6.12,83.65,78.85,3,35.03,7
84.25,60.78,6.01,32604,33,52,3,1,1.52,1.02,0.71,60.17,190.88,150.6,80.39,5.43,78.98,75.94,2,39.52,0
41.27,40.22,5.62,27132,28,25,4,19,0.46,0.59,1.81,59.47,116.95,200.14,133.1,7.54,62.35,45.29,2,22.82,6
73.93,63.47,3.14,28363,29,51,2,2,1.05,2.52,1.39,64.02,140.31,144.66,85.85,7.25,72.59,81.99,3,38.04,0
44.97,42.68,5.58,17380,18,29,5,19,1.7,1.12,0.93,65.28,114.8,205.98,133.51,7.78,34.96,37.47,2,25.03,6
48.29,63.09,5.78,11549,12,30,7,14,0.89,1.1,1.5,58.14,231.97,135.27,133.82,6.94,21.23,21.52,3,38.52,6
76.11,89.71,5.73,36219,37,48,17,5,0.7,2.35,2.36,89.23,339.7,68.64,92.45,7.03,90.57,75.72,2,33.83,7
39.1,49.53,4.61,24633,25,27,2,24,1.57,0.61,0.32,39.91,95.53,181.36,126.23,6.38,62.76,44.45,1,40.06,6
59.91,81.1,4.65,25466,26,38,4,2,1.47,2.28,3.91,52.38,292.06,100.84,109.02,5.94,62.11,73.56,3,25.5,4
92.2,90.35,4.65,36578,37,65,8,1,0.71,2.2,2.9,94.77,295.7,78.86,62.82,7.52,94.67,93.0,2,40.74,7
54.09,65.52,1.39,7388,8,33,5,6,0.65,0.28,0.18,30.97,102.45,148.86,122.33,6.56,20.41,36.21,2,36.24,5
76.12,78.41,5.59,30824,31,47,12,4,1.15,1.84,1.54,94.54,204.24,101.46,83.75,7.25,75.47,83.53,2,43.02,7
53.19,82.86,3.69,14282,15,32,6,6,5.62,1.77,0.92,75.8,236.59,103.74,113.38,8.9,29.9,64.71,2,42.76,3
33.58,53.26,4.42,10238,11,24,2,23,1.48,1.26,1.8,65.68,112.98,165.61,162.1,7.97,21.74,35.47,3,29.85,6
79.19,70.82,5.24,31247,32,50,15,1,1.17,3.25,1.06,89.05,335.13,130.8,82.35,7.32,75.09,82.0,2,41.06,7
52.31,69.37,1.96,4995,5,32,3,5,0.81,1.62,1.09,53.02,80.55,125.28,136.62,6.63,12.09,54.06,1,32.04,5
35.23,37.65,2.71,15964,16,24,2,18,0.37,0.7,1.67,62.28,179.61,207.0,143.66,7.96,39.3,55.37,3,33.09,6
96.53,72.52,6.96,25330,26,61,15,5,1.52,1.52,1.05,75.69,473.96,114.97,48.16,7.87,56.74,89.77,5,81.34,2
60.21,68.31,7.74,30105,31,38,9,3,4.25,0.73,1.08,71.46,332.79,109.4,98.36,6.43,64.78,63.02,3,44.53,3
47.04,67.12,4.91,19322,20,41,9,6,1.1,1.64,1.9,22.02,199.92,138.03,135.05,6.42,43.48,64.6,3,40.79,4
42.89,31.93,3.15,13990,14,28,2,7,1.14,1.88,1.07,41.46,115.55,227.09,147.19,7.8,32.98,74.73,2,40.57,1
73.71,61.54,5.23,32519,33,47,3,5,0.5,2.53,1.04,62.76,282.51,152.99,87.8,8.97,80.59,89.66,2,46.04,0
88.82,64.52,5.65,32816,33,60,2,1,1.11,2.44,0.91,69.35,151.32,141.02,68.32,6.78,81.28,85.27,3,41.5,0
26.53,49.63,1.66,13900,14,18,4,4,1.28,1.47,1.22,48.55,69.3,176.0,163.82,6.99,33.85,74.33,2,40.07,1
90.5,82.27,9.48,28823,29,61,17,8,1.82,1.96,1.23,83.97,346.01,98.91,62.48,7.04,60.29,85.11,7,85.47,2
51.23,32.69,1.94,17349,18,33,7,2,1.59,0.73,0.67,36.82,50.07,205.6,114.74,8.06,42.21,69.61,2,43.25,1
42.05,63.53,2.5,7224,8,29,2,2,1.13,0.13,0.81,32.58,62.43,142.07,138.11,6.19,12.77,55.64,2,20.12,5
71.77,94.4,4.14,30391,31,46,9,4,0.83,1.32,1.05,92.41,295.53,63.44,84.13,6.79,75.91,82.13,2,32.84,7
82.66,63.23,3.72,28357,29,52,4,2,1.19,2.46,1.64,71.72,222.61,136.45,73.19,5.19,70.75,86.27,3,40.37,0
77.85,62.74,4.22,34581,35,47,2,4,1.41,2.14,1.0,65.89,277.18,144.46,80.88,7.84,89.56,75.84,2,30.66,0
74.72,89.15,4.57,31003,32,45,15,4,0.91,3.15,2.07,96.14,336.37,76.89,91.58,6.55,78.71,80.69,3,39.26,7
58.1,42.97,3.88,12294,13,35,6,18,1.53,1.23,0.24,32.99,169.49,188.34,111.38,6.77,26.31,20.7,1,32.69,6
39.55,59.74,1.19,9534,10,24,4,5,1.15,0.71,0.61,37.37,79.28,157.44,137.21,6.26,24.98,33.76,2,19.12,5
37.44,30.5,3.42,20003,21,25,7,2,1.74,1.07,1.0,51.39,151.62,220.28,133.68,9.03,47.81,72.78,1,41.65,1
49.4,66.62,2.62,15734,16,39,3,6,0.49,1.7,1.06,28.64,137.05,124.07,114.81,7.11,36.62,43.36,2,25.01,4
88.17,74.23,6.08,34340,35,54,10,5,0.84,1.15,2.64,90.86,324.03,109.22,51.53,8.29,84.44,75.6,2,45.39,7
59.42,62.65,5.17,17236,18,36,9,3,2.74,1.02,1.37,51.85,345.97,147.52,117.69,8.18,37.07,52.12,3,42.72,4
53.27,32.63,5.33,20794,21,34,4,18,1.23,1.77,0.33,64.99,225.88,205.15,126.75,5.59,44.92,29.13,3,43.29,6
79.85,79.4,6.29,28154,29,49,13,8,1.8,2.23,2.34,65.63,393.92,99.78,70.26,7.15,66.07,68.69,4,62.1,2
34.51,62.45,3.64,10119,11,21,1,20,1.8,1.21,0.23,33.62,190.13,130.68,149.29,7.2,20.09,49.01,1,27.51,6
30.37,33.66,1.79,14898,15,18,3,5,0.64,1.5,0.44,37.6,135.05,211.36,163.68,7.57,39.19,45.67,3,23.12,1
75.02,84.42,6.58,35621,36,49,12,5,0.82,3.22,1.69,90.98,268.98,92.07,91.91,6.63,86.81,90.45,2,40.03,7
70.53,68.18,5.75,28305,29,42,7,6,2.76,1.53,0.85,66.25,258.37,129.12,84.13,7.71,68.8,54.03,3,37.16,3
20.28,70.12,0.89,9064,10,14,5,3,0.52,1.63,0.48,52.83,107.78,119.94,159.67,9.35,24.29,61.69,2,15.58,5
47.32,77.7,6.03,20659,21,32,3,5,1.78,1.65,4.1,37.86,267.4,83.74,142.49,6.82,47.81,54.49,2,26.67,4
68.61,63.36,5.41,29232,30,42,3,3,1.09,2.04,1.61,67.38,140.04,149.82,104.0,6.51,70.1,91.55,3,31.88,0
34.89,60.42,3.55,14784,15,23,7,13,1.4,1.17,1.06,44.76,163.99,154.94,141.03,7.54,34.56,54.18,3,25.61,6
49.55,79.13,3.38,17141,18,32,2,3,1.5,1.93,3.78,25.47,223.09,101.55,128.19,6.26,41.48,61.65,3,32.3,4
65.89,77.45,2.27,14796,15,40,3,8,0.31,1.81,2.16,26.73,288.77,107.99,110.55,8.36,36.93,60.08,2,38.09,4
72.2,76.04,4.6,30784,31,44,10,5,0.95,2.11,2.05,97.63,248.42,112.13,87.85,7.17,77.89,78.73,3,43.97,7
77.41,66.35,6.23,19028,20,47,11,6,3.99,1.08,1.47,54.17,229.73,134.37,78.71,8.13,40.05,66.42,2,38.79,4
51.71,58.38,4.42,26938,27,31,2,5,1.42,2.09,3.37,23.09,277.01,153.4,107.8,4.46,67.64,46.02,2,27.41,4
26.58,72.64,1.6,13493,14,17,3,4,0.84,1.74,0.48,26.56,68.02,128.22,159.92,10.0,34.26,34.73,1,35.47,5
46.69,48.8,5.71,24313,25,29,3,11,0.89,1.9,1.61,58.58,192.34,178.78,117.39,7.7,54.47,46.49,3,42.13,6
34.59,80.72,1.67,13917,14,23,3,6,1.29,1.49,1.06,24.01,67.19,103.1,151.03,7.96,35.65,31.0,2,38.64,5
23.28,67.12,1.39,11562,12,22,4,1,0.25,0.83,0.23,19.11,128.44,123.01,154.14,6.5,27.44,59.16,2,31.22,5
51.88,25.09,2.34,14083,15,31,7,6,0.93,1.64,0.21,39.1,55.06,231.33,126.47,6.37,33.96,61.32,2,23.26,1
42.09,69.38,4.28,23095,24,26,5,4,0.25,0.6,2.53,24.9,247.36,114.72,129.14,7.22,56.12,64.36,2,25.47,4
71.82,89.25,9.0,24864,25,44,15,2,1.7,2.71,1.45,68.54,256.03,85.95,108.64,5.96,50.73,65.65,6,64.92,2
25.73,52.35,5.74,21243,22,26,7,16,1.16,0.58,1.88,35.69,101.76,177.57,157.96,6.61,49.7,25.42,3,26.85,6
87.11,91.74,9.04,30575,31,54,13,3,1.02,2.67,2.21,77.81,308.41,74.78,81.89,9.43,64.36,83.83,5,71.29,2
69.98,79.69,6.81,31037,32,48,17,7,1.8,2.99,2.4,68.01,282.79,111.41,100.25,7.82,71.07,80.87,8,60.26,2
71.4,61.51,6.25,31994,32,46,4,5,1.67,2.51,1.18,63.41,206.71,157.9,96.12,7.98,75.92,91.85,3,34.02,0
88.36,73.62,5.54,31426,32,54,8,3,0.59,2.21,2.29,77.42,220.96,119.63,72.5,6.23,76.02,75.16,2,39.86,7
56.5,65.21,2.63,20026,21,37,6,7,1.49,1.57,4.14,32.81,285.86,153.16,127.83,4.38,52.15,68.4,3,41.91,4
41.87,21.73,2.02,12683,13,28,6,3,0.64,0.77,0.94,38.31,97.55,253.56,124.35,7.03,31.82,60.38,1,44.15,1
34.0,24.93,3.5,21346,22,21,4,8,1.11,1.44,0.51,55.14,88.98,239.94,140.7,8.3,51.65,61.85,3,24.1,1
70.25,60.52,4.99,34306,35,43,4,1,0.87,1.17,1.3,62.52,264.13,156.71,90.81,7.46,87.51,79.0,3,38.29,0
54.6,83.24,7.58,16781,17,33,9,7,5.37,0.68,0.61,61.51,274.42,107.81,120.63,5.78,30.15,69.15,3,31.37,3
40.83,63.03,6.0,20746,21,26,2,4,1.03,1.84,2.95,33.91,228.14,136.74,137.65,6.9,44.27,52.41,3,27.71,4
42.1,52.18,3.37,15339,16,31,2,8,0.27,1.05,0.26,55.63,85.78,180.61,138.43,6.11,37.17,58.75,2,24.43,1
82.8,62.49,5.36,29170,30,50,3,4,1.39,1.26,1.84,66.08,236.63,143.91,78.93,5.38,71.72,80.84,2,32.98,0
82.21,93.36,7.75,25245,26,53,11,7,1.78,2.04,2.21,80.62,278.38,72.55,69.51,6.31,52.74,88.6,6,66.76,2
34.16,44.64,3.56,14589,15,22,5,7,0.48,1.13,0.33,37.58,43.01,192.64,158.51,7.23,31.82,56.65,1,40.87,1
82.61,80.97,7.39,33243,34,50,17,4,1.41,2.38,1.96,96.82,326.28,104.49,82.01,8.08,76.76,79.95,2,35.83,7
79.22,78.11,5.55,17266,18,50,10,6,4.1,0.83,0.72,50.41,338.8,99.77,79.09,7.04,38.7,74.04,3,40.34,4
57.73,31.44,3.02,14103,15,38,4,14,1.22,1.37,1.89,33.87,220.82,221.68,110.65,6.01,34.02,29.06,1,42.84,6
83.68,86.83,5.25,34223,35,53,12,1,0.96,3.16,1.06,79.44,261.5,76.6,72.13,7.27,87.05,75.46,2,39.11,7
57.58,58.74,2.68,17933,18,39,3,14,0.35,1.79,1.07,38.32,201.43,148.91,113.07,6.34,45.8,45.36,2,27.01,6
40.62,60.35,1.07,5319,6,25,4,5,0.45,0.55,1.0,32.06,89.28,137.94,143.16,6.99,12.55,65.33,1,34.0,5
29.96,36.4,2.76,15901,16,20,5,4,0.55,1.09,0.4,46.53,156.69,214.99,148.51,6.88,37.97,47.17,2,42.41,1
59.02,74.68,5.97,19412,20,40,8,8,5.33,1.07,1.04,58.23,272.18,116.68,90.0,7.51,44.27,77.02,2,34.75,3
70.34,86.85,3.95,36478,37,48,13,2,1.19,1.37,2.81,84.67,339.37,103.51,93.42,7.57,94.68,85.35,3,47.5,7
36.97,24.42,2.46,19215,20,23,8,7,0.21,0.55,0.26,43.24,153.51,239.58,145.85,6.05,49.97,69.89,3,30.53,1
85.79,77.94,7.74,27824,28,56,10,8,1.75,2.01,1.45,64.83,275.92,99.01,74.3,7.8,61.27,81.02,8,65.27,2
77.47,59.98,5.44,32684,33,49,3,3,1.03,1.24,1.74,71.35,195.55,143.73,94.54,7.54,79.11,90.56,3,31.95,0
92.75,82.59,5.19,33020,34,63,9,2,1.58,2.78,2.38,88.67,287.53,86.24,56.03,6.13,82.23,75.38,3,38.61,0
63.78,64.77,4.93,17548,18,39,6,2,4.7,1.05,0.6,57.24,187.05,143.9,100.22,4.48,40.95,60.12,2,37.94,3
28.79,36.78,2.56,17666,18,18,7,6,1.28,0.6,0.76,35.52,142.53,202.99,157.64,6.72,43.5,73.4,1,31.4,1
40.11,69.03,2.62,21613,22,27,3,2,1.08,0.85,3.97,38.43,296.1,132.98,146.85,8.62,56.62,54.64,3,31.45,4
49.17,64.36,1.54,10204,11,30,1,4,1.14,0.76,0.54,28.82,104.16,139.84,129.64,6.96,24.7,46.79,1,21.08,5
77.91,87.97,7.71,31066,32,49,8,2,1.29,1.59,1.87,78.38,454.32,73.78,85.48,6.55,70.26,85.22,5,53.46,2
50.97,65.76,6.44,21760,22,33,4,6,0.24,0.58,4.21,33.05,220.52,125.92,125.5,7.71,49.33,58.05,2,34.04,4
80.51,74.82,7.63,28643,29,51,9,4,1.24,2.87,1.7,80.05,249.38,100.49,80.23,7.13,65.08,89.56,7,79.2,2
66.19,83.5,4.79,24851,25,40,7,5,2.25,1.31,1.15,67.89,277.09,94.97,96.91,8.35,63.68,77.43,2,35.68,3
27.45,34.5,1.74,23246,24,17,3,2,0.69,1.01,1.08,58.88,106.33,209.47,161.64,6.18,63.36,73.83,2,44.2,1
21.94,76.72,2.51,11045,12,15,1,1,0.7,0.22,1.08,29.15,51.01,115.53,178.82,6.01,26.47,30.23,2,32.21,4
54.21,77.12,3.58,28235,29,39,9,5,3.51,1.54,1.08,67.19,291.68,114.84,110.07,7.7,71.53,71.92,3,38.48,3
29.54,70.6,2.79,4646,5,21,4,6,0.58,0.74,0.33,35.5,65.26,115.51,163.15,6.41,9.4,40.28,1,32.27,5
83.42,76.32,6.9,35891,36,52,6,3,1.03,1.1,2.21,71.78,319.72,110.16,65.32,6.83,87.45,92.74,3,40.59,0
74.4,76.97,6.42,34758,35,50,15,1,1.11,2.41,1.84,75.17,329.95,113.16,105.47,7.39,84.62,81.69,3,39.76,0
86.71,71.12,7.13,36077,37,64,11,2,0.61,2.72,2.48,89.28,282.14,117.08,57.78,6.56,84.77,80.96,3,36.2,7
77.31,64.06,3.05,30212,31,48,2,4,1.74,1.55,0.99,60.44,273.01,144.75,85.06,5.19,79.92,74.54,2,42.26,0
29.58,39.46,5.08,25464,26,21,1,11,0.94,1.22,1.79,57.53,128.96,185.56,154.53,5.66,61.48,53.87,2,37.05,6
90.97,86.52,7.28,39714,40,56,18,2,1.4,2.48,1.95,83.16,281.19,89.79,69.76,6.75,95.86,95.05,2,44.01,7
27.85,37.82,1.26,11610,12,18,7,7,0.44,0.9,0.45,62.52,92.9,212.91,163.78,6.85,31.65,56.4,3,41.34,1
21.5,78.87,1.73,6116,7,14,4,4,0.85,0.38,0.26,17.35,82.15,98.28,173.02,8.3,15.44,63.31,2,33.46,5
72.23,86.01,3.64,36159,37,45,12,5,1.44,1.27,1.33,88.67,239.49,77.1,105.17,5.41,94.88,80.59,2,41.19,7
46.75,40.13,1.28,13169,14,29,3,3,1.13,1.2,1.48,59.13,53.78,197.69,128.09,7.45,36.4,56.33,2,26.08,1
78.22,67.96,7.19,34435,35,47,14,5,0.96,1.32,1.87,81.24,348.27,126.0,77.79,8.49,82.1,90.87,3,38.68,7
33.75,40.01,4.44,11731,12,21,1,20,0.28,0.91,0.99,67.21,221.49,203.12,153.43,7.64,23.73,44.49,1,40.76,6
46.92,65.41,2.61,15146,16,28,1,8,0.55,1.12,0.92,30.61,122.42,130.89,125.3,6.62,37.3,61.93,2,39.12,5
51.98,59.08,3.69,19098,20,32,7,4,1.61,0.51,1.6,35.35,204.7,149.33,117.4,5.62,46.6,74.07,3,32.82,4
80.31,67.17,4.46,21178,22,49,11,3,5.8,1.29,0.93,46.56,245.25,131.0,79.62,7.86,49.55,59.77,2,39.91,4
26.49,67.33,2.75,6621,7,31,1,1,1.07,0.43,0.95,16.86,93.2,135.32,148.96,6.9,14.03,61.99,2,25.6,5
78.84,85.05,3.96,15018,16,55,3,6,4.5,1.81,1.74,62.7,216.82,83.15,68.49,7.52,30.71,75.22,2,38.41,3
54.61,38.91,2.48,27245,28,33,3,18,0.9,1.77,1.88,32.48,201.95,198.07,108.02,6.95,68.42,54.96,1,24.16,6
55.77,65.59,6.49,28544,29,39,7,8,4.48,1.27,0.92,57.28,264.36,131.24,115.72,7.42,67.89,58.9,3,36.33,3
88.05,59.27,6.07,30543,31,53,4,4,1.39,2.44,1.7,66.84,267.75,159.38,69.42,9.08,73.92,78.95,2,39.08,0
75.34,61.78,3.58,34406,35,46,4,2,1.4,2.95,1.69,71.88,227.69,149.58,75.62,7.89,91.42,90.72,2,42.38,0
91.88,77.69,9.83,33303,34,56,15,5,1.79,2.69,2.43,82.21,261.7,98.98,54.64,7.73,71.98,88.01,5,52.86,2
81.82,62.64,5.16,36150,37,53,2,1,1.48,1.43,1.41,70.69,210.31,129.63,75.4,8.21,91.12,88.24,3,46.14,0
50.68,70.98,1.63,12221,13,33,4,2,0.98,0.78,0.3,45.39,69.61,123.51,116.35,5.75,31.81,63.69,1,16.39,5
68.57,66.98,6.13,26497,27,52,6,5,0.57,1.83,3.39,41.89,232.3,135.17,93.06,7.4,58.78,54.42,2,28.58,4
49.09,24.82,1.46,13013,14,33,6,6,0.88,1.98,0.75,63.15,69.58,228.81,118.44,5.54,36.07,71.87,1,42.02,1
44.48,75.07,4.53,23848,24,31,8,5,0.59,2.31,1.68,27.66,245.63,109.94,137.19,7.04,60.92,54.27,2,28.84,4
36.32,68.89,2.58,8201,9,23,3,7,0.69,0.21,1.09,41.89,57.79,118.47,151.6,9.08,17.84,31.24,1,29.47,5
38.11,60.27,2.42,11292,12,26,6,24,0.65,1.08,0.68,51.12,232.05,162.78,143.38,7.23,25.34,44.6,3,25.8,6
74.14,67.29,7.8,28834,29,47,7,5,5.34,1.02,1.0,47.73,226.1,141.2,97.26,5.74,62.65,69.07,3,43.2,4
48.34,62.96,2.2,12059,13,31,1,2,0.64,0.55,0.26,28.38,42.62,146.4,126.39,6.77,27.97,55.84,2,21.68,4
52.2,63.16,2.04,11788,12,34,5,7,0.33,1.78,1.11,23.27,93.56,152.62,132.43,9.67,29.06,55.93,1,22.31,4
52.47,78.54,1.44,7341,8,34,3,7,1.0,1.01,0.96,42.63,119.48,107.67,121.81,7.88,19.74,62.44,1,25.07,5
74.58,62.15,5.86,37326,38,50,2,3,1.2,2.57,0.71,70.06,226.76,158.0,102.74,5.82,92.03,92.58,3,36.46,0
69.61,78.32,6.57,32112,33,42,13,4,1.9,1.74,1.19,85.54,492.42,115.35,97.74,7.76,76.37,90.44,8,71.73,2
29.94,53.89,4.45,25169,26,23,3,24,0.66,1.79,1.84,46.46,94.64,154.16,143.68,7.72,60.46,53.78,3,42.17,6
30.3,43.23,3.28,18947,19,19,1,19,1.29,0.87,0.84,65.07,144.79,189.87,142.16,8.4,45.96,51.83,3,27.35,6
60.15,59.08,6.2,23597,24,36,3,5,1.74,1.42,2.28,43.51,194.23,143.33,99.97,5.94,53.19,47.5,2,34.82,4
58.44,64.16,6.26,29132,30,38,7,5,1.37,1.18,1.76,49.77,289.62,125.68,121.28,8.71,67.78,60.49,3,36.61,4
91.71,71.63,6.19,34624,35,60,9,2,0.69,3.36,1.26,80.23,325.96,106.2,70.85,6.42,84.79,88.15,2,46.11,7
47.66,75.98,1.38,6075,7,37,5,3,1.13,1.41,0.2,36.0,74.5,103.68,136.06,7.11,14.65,42.56,2,29.43,5
61.66,54.24,5.39,24422,25,42,1,24,0.35,0.56,1.37,63.02,246.92,174.41,112.49,8.3,59.24,27.88,3,34.52,6
61.11,63.16,4.28,29282,30,44,4,11,0.88,0.69,0.22,39.91,175.3,139.03,123.84,8.07,69.26,47.26,1,22.58,6
51.95,36.41,2.25,11603,12,32,3,14,1.68,1.88,1.53,36.75,183.08,211.95,125.92,7.59,28.3,35.73,1,34.6,6
52.33,78.55,5.92,28060,29,33,8,6,1.34,1.15,2.33,22.03,191.97,100.42,117.36,8.75,65.68,48.0,3,30.95,4
31.04,40.71,1.82,22851,23,20,5,4,0.69,1.61,0.83,62.53,41.85,203.02,157.51,7.18,61.76,48.09,3,34.07,1
89.39,65.28,4.73,33339,34,54,4,2,1.28,2.56,1.75,61.26,220.91,135.88,66.01,6.97,84.15,91.76,2,33.54,0
34.31,64.85,1.4,12979,13,27,1,7,0.57,1.42,0.51,36.49,132.37,133.71,155.07,5.34,33.3,39.86,2,20.89,5
75.05,60.24,4.62,35478,36,45,3,3,1.36,1.72,1.84,70.61,249.32,152.96,97.49,6.05,88.67,79.46,3,39.78,0
51.57,63.75,5.1,24699,25,34,6,7,2.56,0.86,0.87,68.55,328.68,150.11,129.81,8.13,58.04,60.93,2,30.24,3
44.58,57.18,2.29,9276,10,28,3,1,0.53,0.25,0.96,44.44,135.72,161.36,132.26,6.51,21.9,44.58,1,35.04,5
84.21,91.47,7.04,29085,30,53,7,8,1.81,1.04,1.42,61.94,351.14,58.94,77.44,7.03,66.36,65.55,5,52.35,2
61.4,37.38,4.87,20746,21,38,3,23,1.63,1.41,1.01,31.55,164.45,207.3,112.34,7.28,47.22,20.81,3,27.6,6
82.83,76.15,8.62,31879,32,52,6,5,1.04,2.03,1.09,81.29,245.99,102.92,75.65,6.1,70.12,73.34,6,53.02,2
32.95,43.24,3.51,21974,22,25,5,6,1.44,0.59,1.02,42.13,162.65,201.24,165.1,7.23,54.56,46.96,1,34.73,1
91.23,60.76,3.95,28414,29,55,3,5,1.72,2.6,0.73,72.4,177.76,144.99,71.78,7.37,74.0,89.38,2,40.14,0
26.95,63.91,2.1,8633,9,17,5,5,1.3,0.95,0.7,30.94,41.9,129.77,157.9,6.17,21.59,30.27,2,29.8,5
75.96,76.35,7.28,27595,28,46,7,3,3.63,1.39,1.81,48.97,272.63,114.3,83.75,5.16,62.22,62.83,3,37.47,4
39.85,64.6,2.05,6302,7,25,3,8,1.4,0.9,0.89,50.45,132.58,131.09,150.27,4.91,13.6,40.15,1,39.79,5
87.46,62.84,3.07,33880,34,59,2,2,1.0,2.32,1.94,75.01,250.29,150.81,76.49,6.33,88.78,79.05,2,35.57,0
68.89,62.29,3.55,33979,34,50,2,1,1.02,2.22,0.61,68.86,256.99,149.36,90.27,6.56,86.93,83.55,3,35.35,0
57.18,42.74,3.18,15178,16,36,5,24,1.14,1.25,1.02,62.02,96.89,185.54,107.55,6.03,35.39,45.2,3,43.2,6
53.41,85.58,4.84,15876,16,32,3,3,3.61,1.04,1.53,67.99,341.28,88.33,115.86,6.97,34.3,79.38,3,46.7,3
61.79,42.79,2.87,17006,18,39,3,19,0.32,0.81,0.84,47.38,132.36,190.97,109.94,5.96,41.7,51.66,3,25.36,6
87.47,79.52,6.34,38201,39,53,19,3,1.2,1.71,1.61,89.71,250.53,110.05,71.79,6.65,96.02,75.63,3,38.71,7
57.96,76.44,4.04,26295,27,35,8,6,4.54,1.05,1.14,74.46,343.1,104.87,92.62,8.65,68.02,60.95,2,41.1,3
30.13,24.21,2.55,20759,21,18,5,2,0.92,1.17,0.41,41.02,158.57,243.07,156.72,6.01,53.07,60.42,1,26.94,1
55.89,58.32,3.42,26590,27,36,8,5,1.55,2.21,3.16,50.45,249.44,164.56,113.04,7.52,68.11,72.92,2,41.17,4
92.58,82.2,8.72,29680,30,58,9,4,1.03,2.09,2.16,66.98,347.21,92.26,55.1,7.12,64.45,81.27,5,60.4,2
75.17,87.91,6.58,37560,38,49,7,3,1.25,2.03,2.04,94.4,306.16,76.74,78.22,7.22,93.45,73.36,2,36.12,7
38.59,37.05,3.52,15022,16,24,7,4,0.37,0.79,1.21,36.6,40.16,186.01,143.57,7.54,35.38,63.65,3,25.85,4
67.67,82.13,3.48,17920,18,49,6,4,1.37,2.21,1.91,37.98,276.65,103.04,96.75,5.58,42.71,65.3,2,39.29,4
73.91,83.48,5.99,17123,18,45,5,8,5.18,0.98,0.65,48.28,315.52,90.09,81.27,5.47,34.81,72.67,3,35.15,4
71.6,62.79,5.47,33436,34,43,2,1,0.6,2.19,1.22,66.63,233.45,153.79,102.89,6.43,79.51,83.59,2,33.69,0
61.8,81.63,6.96,27671,28,38,10,8,2.62,0.67,1.05,51.55,272.27,88.7,98.95,6.13,64.0,65.46,3,45.91,4
61.39,75.77,2.77,11288,12,41,8,6,0.7,1.92,3.65,51.11,223.3,108.84,109.95,6.15,27.8,52.25,3,33.18,4
32.9,43.48,5.05,15391,16,21,5,21,1.49,1.08,0.99,48.01,185.32,197.1,153.19,7.59,30.7,44.01,3,34.4,6
75.82,67.43,3.84,27502,28,47,8,5,5.37,1.18,1.68,58.84,339.52,128.8,89.03,6.51,69.54,73.62,3,41.76,3
29.11,46.13,1.49,15596,16,19,2,3,1.01,1.66,1.17,34.99,74.78,189.28,145.06,8.33,42.28,46.22,2,37.06,1
55.09,53.07,3.15,12937,13,38,3,16,1.4,1.6,0.92,46.87,153.07,147.45,105.7,7.31,31.68,50.98,3,38.66,6
22.14,76.02,1.66,7876,8,15,4,7,1.27,1.54,1.11,18.98,48.35,111.23,173.64,7.19,19.82,55.54,1,37.18,5
89.12,70.82,5.68,35546,36,62,11,4,1.64,1.69,2.41,81.29,256.27,131.12,66.03,5.38,89.57,73.36,2,38.6,7
28.42,28.11,3.24,19413,20,18,7,8,0.92,0.9,0.93,42.85,94.05,229.74,163.19,6.38,44.92,74.95,3,33.71,1
73.12,87.08,8.13,33395,34,52,17,2,1.19,2.06,1.59,72.96,289.83,74.28,85.52,8.91,74.66,74.61,4,57.72,2
72.41,63.15,3.27,34921,35,50,4,2,0.5,2.24,0.97,59.22,233.95,147.84,90.15,8.17,92.82,77.66,2,34.45,0
