productivity_score,focus_score,study_hours,xp,level,streak_days,completed_tasks,pending_tasks,coding_hours,reading_hours,revision_hours,quiz_score,productive_minutes,distraction_minutes,idle_minutes,sleep_hours,skill_progress,deadline_completion_rate,focus_sessions,average_session_minutes,recommendation
54.93,64.49,4.76,20922,21,44,13,17,1.03,1.49,0.75,63.17,191.82,123.4,89.69,7.3,49.53,61.3,3,64.57,7
73.91,66.54,6.43,26673,27,51,13,11,3.14,1.16,1.06,74.55,300.73,122.27,89.61,5.49,63.14,76.86,4,73.02,2
43.24,57.78,2.94,20504,21,22,6,16,0.81,0.44,1.03,37.77,112.71,173.34,99.8,5.89,50.41,50.9,3,35.25,5
29.27,36.67,2.45,27371,28,12,0,17,0.89,0.71,0.56,16.6,71.93,221.74,150.53,6.49,75.99,47.46,2,35.97,6
56.86,47.15,3.76,26670,27,38,13,14,1.2,0.32,0.8,37.51,189.14,156.0,77.34,7.06,70.63,65.77,3,68.42,7
42.48,45.29,3.29,26798,27,26,6,18,0.65,1.02,0.8,46.15,135.43,131.57,124.34,7.86,60.76,40.79,3,45.58,0
50.5,38.14,4.55,16600,17,33,8,14,2.28,2.01,1.26,45.61,190.43,190.85,114.66,8.31,40.31,57.45,3,65.4,3
44.27,54.45,4.51,20451,21,26,9,23,1.94,1.6,1.24,49.65,187.9,129.07,99.18,7.14,49.08,58.76,4,44.6,6
54.35,45.69,4.16,22576,23,34,7,13,0.45,0.6,1.23,39.99,179.9,117.58,84.03,5.68,57.85,70.3,2,90.16,7
77.01,46.03,7.35,23818,24,47,15,13,2.42,2.44,1.85,63.93,306.59,151.29,62.94,8.29,51.13,73.29,6,44.97,0
62.83,53.31,5.57,29963,30,27,9,14,2.29,1.88,0.98,43.89,246.56,118.27,118.96,6.84,65.64,59.57,2,120.0,2
53.09,56.87,5.02,31870,32,33,7,18,0.86,0.95,0.8,45.22,192.48,160.86,72.02,6.71,78.64,64.62,4,48.15,0
33.39,43.22,3.72,4179,5,12,3,26,1.43,0.99,0.72,39.13,151.92,147.18,107.79,7.49,21.34,41.08,3,47.59,3
16.92,36.85,1.48,24731,25,19,0,21,0.74,0.22,0.01,25.52,45.74,201.05,168.4,7.66,62.3,49.97,1,53.2,6
56.45,62.55,5.49,30002,31,34,11,17,1.38,1.19,1.2,43.0,229.73,95.11,100.58,6.18,62.36,64.12,5,54.97,0
65.98,64.03,7.29,20306,21,55,18,10,1.81,0.77,2.07,79.57,344.98,109.73,56.34,7.73,38.76,93.9,6,57.56,7
69.14,64.92,6.88,27451,28,48,13,15,2.2,2.38,0.82,64.25,315.76,76.62,74.97,8.08,56.59,70.37,6,59.76,0
45.89,58.66,4.36,19480,20,35,13,17,1.43,1.05,0.81,56.38,227.14,103.05,107.33,6.3,46.33,60.11,2,105.62,2
74.33,62.81,6.86,22990,23,52,20,11,3.02,2.19,1.85,76.87,288.8,48.09,44.94,8.55,45.58,73.72,7,34.82,7
40.28,33.67,2.25,16922,17,17,6,22,0.87,0.18,0.19,44.38,134.35,231.68,121.28,7.43,40.19,39.42,3,47.67,1
48.71,49.29,3.79,17080,18,25,8,20,1.71,0.71,0.7,46.24,123.66,170.3,142.78,5.53,49.13,31.36,4,22.83,3
61.47,53.46,6.63,13625,14,46,12,12,0.56,1.65,1.27,64.93,302.99,140.6,89.12,6.51,27.44,76.3,5,65.06,5
45.39,25.7,4.49,25471,26,20,5,19,1.03,1.85,1.16,17.64,217.43,194.47,83.45,8.21,62.43,39.71,4,49.47,3
45.55,53.35,5.01,21081,22,34,10,18,0.68,0.63,1.23,39.52,210.71,153.37,120.63,8.84,41.65,53.03,4,44.51,4
20.7,43.32,2.89,19106,20,9,2,21,0.57,0.88,0.87,35.25,152.63,159.34,124.69,8.66,45.83,40.87,3,52.28,6
91.36,63.95,8.39,21859,22,57,17,12,2.54,0.87,1.87,89.25,388.92,70.4,99.69,5.97,39.41,83.63,7,58.68,2
48.12,40.05,4.32,18761,19,26,12,21,1.11,1.04,1.52,39.62,187.05,165.34,131.23,6.27,43.63,54.03,4,39.34,1
64.51,55.59,5.28,15185,16,50,14,14,2.38,1.89,1.76,55.07,255.36,124.67,67.4,6.88,41.31,68.75,2,120.0,3
71.05,70.01,8.01,33685,34,48,18,11,3.66,1.96,2.63,66.23,366.41,160.96,100.82,6.1,78.37,77.17,6,67.34,7
49.29,45.74,2.99,23936,24,22,5,18,0.84,1.24,0.33,38.18,129.49,244.0,115.4,9.09,48.95,59.9,3,42.74,1
35.39,46.5,2.67,16034,17,24,5,20,0.46,0.29,0.67,21.63,156.43,165.23,145.98,6.12,42.74,43.25,2,80.08,4
65.31,70.54,7.5,31233,32,48,11,7,1.38,1.11,1.57,71.99,350.65,90.01,117.27,6.8,54.78,61.32,5,75.65,2
36.33,37.96,4.4,32910,33,23,5,21,1.33,1.43,0.89,42.75,178.61,274.14,130.33,8.09,69.9,40.69,3,55.18,1
33.19,53.21,3.64,20482,21,24,6,18,0.01,0.57,1.06,44.05,130.35,119.69,120.78,6.8,54.47,53.0,4,20.15,1
60.17,51.74,4.95,32006,33,55,13,5,1.1,0.36,0.63,61.75,241.12,84.55,108.15,6.83,56.58,82.1,3,67.53,7
35.29,55.64,3.73,18328,19,16,9,21,1.73,1.26,0.0,60.03,193.06,184.37,119.5,5.69,38.55,44.21,5,38.2,1
69.19,82.98,8.0,25343,26,52,13,11,0.96,0.72,2.12,71.13,360.32,82.26,68.14,6.27,48.78,78.21,7,57.48,2
57.59,65.21,5.96,22330,23,44,13,10,1.15,1.17,1.53,65.91,242.76,118.85,93.5,10.0,48.27,76.97,5,46.67,0
48.75,66.67,3.55,22974,23,33,8,17,1.3,0.75,0.28,56.02,164.76,136.67,88.21,6.41,59.35,65.23,4,34.71,0
41.39,44.93,2.6,28035,29,11,3,23,1.23,0.3,0.1,23.58,104.3,182.72,181.87,8.18,71.7,35.48,2,51.72,6
74.01,67.64,7.46,12801,13,67,14,11,2.44,1.47,0.83,69.41,347.39,70.15,65.79,6.93,24.92,77.18,6,53.37,2
63.94,62.23,6.14,27326,28,41,13,13,2.7,2.4,1.09,60.94,254.87,103.94,71.53,6.61,57.36,72.57,5,53.8,2
37.4,51.04,2.87,29570,30,19,7,21,0.37,0.92,0.6,35.65,113.04,240.54,129.86,7.84,68.5,52.01,3,40.54,6
38.53,51.53,3.85,19734,20,25,6,15,0.83,0.78,1.15,38.81,157.29,151.32,105.44,6.32,36.31,33.03,2,73.46,4
50.21,40.25,4.33,31814,32,30,10,17,1.2,1.58,0.6,47.98,179.21,220.68,92.82,7.47,67.96,70.55,4,43.53,1
61.93,43.31,6.34,24832,25,44,16,14,1.82,1.83,1.79,49.28,263.42,153.22,44.83,7.37,54.82,76.1,5,50.92,3
63.26,48.07,6.24,18656,19,56,7,17,0.83,1.61,1.72,53.88,269.48,134.67,79.54,8.14,41.38,58.01,7,42.44,0
52.27,37.96,4.81,27198,28,34,9,19,1.67,1.0,1.17,41.91,226.86,213.91,129.4,6.2,68.22,53.84,3,71.55,0
68.46,33.29,6.24,16561,17,37,10,14,0.55,2.1,1.23,45.38,265.8,152.15,71.23,6.75,27.4,63.47,3,85.72,4
83.79,58.44,9.2,37370,38,54,18,11,2.89,2.53,2.02,70.21,390.14,94.37,46.4,8.52,78.35,73.29,8,50.94,0
21.27,27.15,1.53,14348,15,9,0,19,0.73,0.48,0.84,25.15,50.4,224.39,104.41,9.17,30.57,43.46,3,23.61,5
50.0,40.37,3.33,31294,32,40,7,18,0.05,0.87,0.78,43.56,160.13,159.75,168.66,7.1,60.66,49.84,3,47.88,1
63.54,59.47,6.49,22845,23,41,12,17,2.34,1.44,1.14,67.96,278.57,161.01,122.78,6.57,43.79,79.7,6,47.04,7
71.77,70.29,6.91,34668,35,51,16,16,2.73,2.32,1.04,75.04,321.49,111.66,50.32,6.63,71.83,88.19,5,63.09,7
55.48,74.09,7.08,25912,26,39,13,13,0.98,0.66,1.4,58.88,349.99,117.59,83.69,6.68,68.54,59.74,3,118.24,2
51.29,50.81,4.89,23866,24,42,14,13,1.79,1.75,0.78,57.93,231.46,141.0,87.37,5.56,56.97,62.69,4,50.68,0
69.39,55.93,6.14,22843,23,49,12,10,1.14,0.51,0.93,61.59,269.19,151.45,80.41,5.91,55.96,71.57,4,63.02,2
73.45,76.14,7.91,23137,24,52,16,16,1.11,2.56,1.18,92.47,376.14,100.13,60.81,7.2,47.24,85.1,8,45.52,0
47.5,54.99,3.73,22338,23,31,11,18,1.28,1.6,0.86,51.35,167.47,131.32,99.29,8.72,48.67,44.99,2,84.31,3
51.03,51.3,4.71,21548,22,31,10,15,1.56,1.85,1.04,44.68,181.1,188.23,106.56,5.65,41.17,47.39,5,31.45,6
47.21,46.14,4.5,17116,18,35,11,15,1.05,0.71,0.57,42.36,229.47,143.35,116.22,7.01,43.93,53.16,4,50.75,4
28.6,43.74,2.8,27210,28,22,6,17,0.52,0.93,0.4,24.21,123.59,181.72,175.59,6.9,66.41,36.37,2,66.03,1
69.66,64.24,5.91,22497,23,40,11,16,2.18,1.48,1.42,66.46,235.42,120.81,100.19,7.83,46.39,72.34,5,54.09,7
89.22,71.44,8.04,35719,36,52,15,10,2.07,1.71,1.71,75.67,358.1,138.17,90.95,7.54,73.43,68.76,6,67.58,0
63.97,65.09,5.47,18438,19,44,16,12,1.6,0.81,1.31,70.89,232.57,74.21,78.19,7.63,36.9,74.62,5,47.11,5
69.84,56.42,6.41,40540,41,45,15,10,2.1,0.88,1.52,77.58,295.87,144.13,109.24,6.34,80.31,78.64,7,43.12,7
68.55,72.49,6.83,30877,31,44,16,11,1.25,2.22,0.86,65.66,330.68,144.22,92.01,6.47,64.83,55.68,5,70.2,0
40.88,52.33,3.32,8182,9,18,9,22,0.87,0.67,0.52,55.39,155.15,152.91,155.39,7.19,22.61,52.97,3,50.09,5
43.05,38.55,2.56,31067,32,17,4,20,1.47,1.26,0.17,38.62,89.74,163.93,113.13,7.46,67.44,54.11,2,41.11,6
41.33,61.13,4.24,35285,36,27,9,17,0.62,0.74,0.29,40.17,170.31,150.23,114.39,8.29,77.9,59.7,2,84.25,0
48.27,52.42,4.78,29918,30,36,11,14,2.04,0.51,1.34,66.8,202.93,95.77,94.75,6.86,55.27,64.79,5,36.31,0
54.66,63.27,5.42,37872,38,33,11,17,1.98,1.48,1.04,44.47,235.53,94.26,73.01,6.0,84.54,60.39,4,53.87,2
37.75,46.22,2.53,8380,9,21,7,16,0.59,0.7,0.75,51.79,110.19,146.54,139.42,8.21,23.29,51.72,2,54.78,5
61.35,54.73,6.21,25148,26,34,8,16,2.49,2.13,0.58,51.43,263.52,85.24,102.39,8.63,44.45,60.85,5,51.68,3
45.16,33.56,3.19,28676,29,30,6,21,1.92,1.11,0.25,22.46,167.03,173.23,105.47,7.61,72.97,50.67,3,56.16,3
68.02,52.07,6.09,27997,28,44,14,8,2.42,1.94,0.07,49.18,298.84,163.1,122.18,7.24,62.1,81.74,4,69.9,2
53.77,49.43,5.53,19252,20,32,7,18,2.91,1.96,1.65,60.24,233.27,130.48,126.43,5.16,53.05,55.89,4,67.96,5
32.92,40.75,2.31,34248,35,22,3,22,1.43,0.96,0.33,21.49,92.9,160.16,118.47,6.39,80.86,50.65,3,32.34,1
55.41,39.3,5.16,12111,13,35,11,15,1.98,2.22,0.39,51.16,228.58,191.09,95.81,8.9,21.86,57.13,3,74.19,3
49.85,50.63,3.48,8996,9,35,7,18,1.04,1.14,0.28,48.12,190.39,137.8,135.51,7.52,25.5,68.66,3,56.97,5
28.37,39.16,2.41,17264,18,31,1,20,0.38,1.32,0.32,27.04,113.73,207.65,136.17,5.61,48.28,48.41,2,64.95,1
26.69,30.79,1.22,26740,27,14,2,20,0.89,0.14,0.0,5.69,74.49,198.09,121.4,6.58,57.39,25.35,1,80.5,3
64.18,54.12,5.73,23775,24,35,12,12,1.46,1.3,1.14,64.35,245.63,152.21,79.73,5.44,54.55,62.83,6,37.34,0
56.25,53.96,6.49,37265,38,35,12,13,3.47,1.47,1.35,56.78,293.27,152.92,101.17,7.52,75.01,63.24,4,87.11,2
31.5,38.17,2.91,25154,26,31,3,26,1.49,0.88,0.64,23.81,166.58,161.83,136.57,6.24,46.06,46.75,3,61.43,1
41.72,46.56,3.1,29815,30,25,4,24,1.14,0.27,1.1,36.52,164.36,169.22,141.95,7.09,58.38,51.21,2,85.38,6
55.25,54.26,4.31,30898,31,40,11,14,2.1,0.88,0.81,61.44,225.0,105.69,117.58,6.22,60.9,63.27,3,73.84,0
65.79,72.29,6.81,17913,18,49,18,12,1.92,1.1,1.34,74.16,318.12,87.19,62.09,8.71,41.85,63.47,4,85.42,7
48.21,56.36,4.55,21615,22,34,9,14,0.4,1.52,0.68,71.08,186.35,137.84,93.18,6.57,44.72,59.51,2,95.87,2
68.93,46.12,8.24,25075,26,41,11,15,2.75,1.67,1.54,67.94,396.79,127.69,53.96,8.56,47.77,68.5,6,70.79,3
74.36,64.86,7.82,17427,18,51,12,12,3.4,1.37,1.17,75.8,333.84,48.16,81.32,9.16,38.14,72.15,7,49.59,7
37.37,36.63,3.77,16078,17,26,8,16,2.14,1.57,1.07,35.63,153.75,173.22,143.07,7.38,34.38,46.5,2,82.28,3
72.48,57.33,9.99,29700,30,65,16,5,3.01,3.27,2.32,52.33,438.49,142.84,73.22,6.97,61.76,91.45,8,56.0,2
48.09,56.69,6.05,31709,32,56,9,17,1.53,1.27,1.83,43.79,285.32,134.1,97.97,5.57,75.45,62.84,5,67.55,7
53.3,40.21,5.29,14022,15,26,9,19,0.75,2.15,0.64,46.05,254.21,208.46,101.03,8.77,28.77,61.79,4,63.54,1
31.59,49.4,3.04,31038,32,24,7,21,1.14,0.18,0.46,30.75,143.43,124.98,88.94,6.42,78.18,64.87,3,43.17,6
42.44,71.99,4.61,25923,26,34,9,16,0.93,1.11,1.12,43.47,199.87,157.72,75.12,8.97,55.48,54.19,3,71.88,6
57.62,57.44,5.79,18027,19,42,12,13,0.29,1.37,1.88,60.78,283.42,132.89,83.99,7.13,39.46,70.86,4,69.43,4
66.04,69.13,5.5,17292,18,40,15,12,1.71,2.14,0.09,56.1,276.97,164.84,102.56,6.7,30.99,76.41,4,64.9,5
47.08,45.81,3.36,38848,39,25,6,18,1.63,1.31,1.1,38.54,146.52,156.02,88.0,7.27,82.36,58.04,5,25.04,1
66.75,67.83,7.08,26580,27,45,14,9,2.25,0.98,0.87,69.33,314.94,168.55,59.73,7.16,59.52,80.14,6,51.97,0
53.4,47.48,4.5,25702,26,28,9,18,0.38,1.49,1.49,43.03,199.84,149.1,107.0,6.88,50.6,56.85,5,29.98,4
41.35,35.05,2.83,14239,15,19,6,22,0.56,1.02,0.97,21.75,117.98,193.43,114.44,7.67,29.14,36.15,1,119.31,6
46.08,65.0,2.61,23280,24,26,8,16,1.4,0.54,0.58,35.53,130.18,128.42,79.23,7.14,55.85,47.35,4,35.0,6
73.82,60.64,6.7,36003,37,41,10,8,3.36,2.33,1.0,75.55,329.63,149.09,97.03,6.22,79.37,76.5,4,85.27,0
41.58,44.5,4.53,32067,33,28,6,17,1.22,1.92,0.24,37.51,177.29,168.68,107.45,9.03,76.92,51.47,2,91.03,6
51.49,50.91,6.06,35079,36,38,15,16,1.42,1.78,0.86,55.68,307.99,155.71,81.04,6.04,72.7,69.75,6,43.92,0
34.18,45.53,4.08,18796,19,24,10,19,1.95,1.21,1.01,32.47,163.14,172.04,106.32,6.31,45.33,49.8,2,88.21,3
74.41,76.42,6.3,20184,21,51,16,14,1.57,2.31,1.02,78.61,297.53,94.66,47.18,7.8,44.21,71.19,6,53.01,0
74.01,65.07,7.01,18249,19,44,18,12,3.46,2.56,1.43,78.21,326.1,125.81,56.0,7.31,24.96,67.99,5,65.76,2
57.34,33.59,4.19,15956,16,34,8,15,1.53,1.49,0.96,47.91,153.81,197.9,80.23,6.31,28.97,58.65,5,27.22,5
69.21,56.56,6.71,34996,35,53,13,9,2.88,1.24,0.74,55.75,274.19,110.61,68.63,5.24,78.98,79.92,5,58.2,2
47.48,59.96,3.69,31307,32,31,7,15,1.42,1.7,0.98,38.69,196.69,150.81,119.67,5.92,75.19,47.01,4,51.22,0
39.71,41.22,4.11,26769,27,21,7,22,1.89,1.21,1.31,49.25,175.89,188.4,119.83,5.92,61.75,41.95,2,83.19,1
52.07,57.75,5.2,28678,29,30,7,22,1.03,0.47,1.07,60.92,218.89,156.29,81.19,6.61,66.87,50.15,3,71.53,6
34.07,37.44,4.11,29974,30,19,6,18,1.03,1.96,1.36,35.64,185.37,172.89,82.49,7.97,76.15,49.43,1,120.0,2
57.62,42.72,6.01,30441,31,52,15,18,2.95,1.79,0.59,56.68,258.58,119.2,100.67,7.87,68.93,63.9,4,68.72,3
64.73,75.62,5.72,32266,33,42,12,12,2.12,2.4,0.44,60.86,273.12,130.3,92.47,7.74,76.88,80.15,4,57.74,0
52.53,45.56,4.92,18402,19,21,5,21,1.11,1.73,0.35,37.65,255.32,124.81,125.05,6.45,56.26,45.84,4,60.85,6
37.26,57.71,4.33,9497,10,24,5,15,2.27,0.68,1.05,39.69,237.63,133.21,121.93,7.52,11.24,55.05,6,37.23,4
85.33,72.25,7.59,15489,16,55,19,5,2.84,1.28,2.17,76.69,327.32,71.36,40.56,8.02,38.07,80.56,5,59.11,0
38.07,39.68,2.13,11627,12,25,9,13,0.5,0.19,0.28,39.32,98.57,152.65,72.99,9.45,38.51,50.97,2,49.19,5
25.97,30.66,2.9,35740,36,24,4,21,1.32,0.81,0.81,14.3,127.37,145.26,154.19,8.3,89.62,49.79,3,50.6,1
50.14,54.41,5.75,22564,23,30,10,22,2.36,1.17,0.3,47.01,255.97,150.65,127.14,8.23,58.38,61.51,4,72.04,3
45.12,57.23,3.53,29329,30,27,7,17,0.48,1.53,0.86,54.79,176.72,140.64,118.81,6.17,66.21,50.83,3,64.38,7
23.8,22.55,0.5,9554,10,24,0,21,0.0,0.21,0.08,30.2,18.11,207.62,136.25,7.19,11.78,42.16,1,18.0,5
56.59,55.37,5.76,17915,18,39,10,20,2.78,1.91,1.82,44.96,291.29,204.26,74.81,5.76,43.68,70.27,5,56.43,4
51.59,70.89,6.49,29550,30,43,13,5,3.08,1.57,1.51,61.39,273.82,124.93,80.01,6.56,59.63,66.37,5,50.54,7
82.79,63.08,5.55,9469,10,48,16,14,1.32,0.78,0.77,72.75,215.9,66.27,103.56,8.42,19.98,86.24,5,43.13,5
34.56,36.44,2.8,12793,13,22,6,24,0.45,1.19,0.78,41.41,138.38,149.49,79.12,8.03,47.36,52.83,2,65.93,6
44.69,56.23,4.94,9826,10,34,9,20,1.63,1.61,1.04,56.55,229.87,129.05,117.89,6.07,18.43,62.86,5,47.66,5
39.05,25.84,4.56,16721,17,31,9,11,0.86,0.66,1.44,39.71,210.94,229.59,68.42,7.06,44.36,65.29,3,75.18,1
45.97,56.27,5.54,28226,29,41,12,14,1.41,1.17,1.39,65.88,257.23,163.63,111.31,7.11,66.99,73.19,3,82.38,2
85.35,82.07,8.63,20407,21,60,22,10,2.58,1.59,2.84,95.95,368.74,84.0,67.86,6.16,31.18,83.66,6,63.76,7
60.63,64.71,4.79,23669,24,34,11,14,2.08,0.7,0.77,51.17,210.78,111.19,111.57,4.54,50.84,49.02,3,72.56,2
51.1,55.77,4.24,10288,11,31,11,16,1.94,1.01,1.3,56.79,187.55,102.97,91.95,7.27,34.15,65.84,6,34.21,4
65.11,60.85,6.33,18868,19,53,11,13,1.59,1.77,0.95,67.87,273.1,132.24,93.35,7.55,36.71,68.79,5,53.39,0
56.9,43.35,6.6,18960,19,54,11,19,1.46,1.24,2.58,43.81,299.43,174.26,111.85,5.58,43.67,64.94,5,57.65,4
60.22,42.53,6.76,35775,36,37,11,15,0.56,1.82,1.99,72.33,311.03,180.08,107.12,6.39,77.91,73.27,4,80.04,7
41.58,46.89,5.38,10055,11,28,9,18,2.69,1.72,1.49,54.91,263.9,217.68,69.65,8.35,18.64,55.1,3,84.75,3
53.9,53.68,4.23,17481,18,47,11,16,0.77,1.31,1.03,48.52,191.86,145.35,122.55,6.96,46.65,63.61,4,41.83,5
56.18,46.05,6.63,33030,34,42,12,12,2.5,2.25,0.92,51.91,301.84,88.64,80.01,7.16,79.44,80.05,6,52.09,0
33.81,51.28,2.64,23867,24,15,7,17,0.67,0.46,0.41,49.61,117.58,130.41,123.95,8.21,50.7,36.98,2,53.48,6
45.07,40.46,3.12,26146,27,22,6,18,1.46,0.75,0.93,37.9,109.49,147.5,86.52,7.53,52.21,25.8,2,52.35,3
30.53,45.61,3.93,15337,16,34,9,18,1.6,0.6,1.36,38.18,177.15,159.5,103.94,6.98,35.79,40.17,2,96.16,4
74.39,37.87,5.94,23169,24,39,14,8,1.51,1.21,1.11,56.9,247.55,121.6,97.11,5.41,57.37,78.39,5,48.37,2
51.08,56.33,4.44,23303,24,31,14,16,1.91,1.79,1.36,58.58,222.17,197.67,95.06,6.82,47.85,44.32,3,72.13,7
42.45,45.44,4.71,31304,32,27,9,20,1.0,0.3,1.13,43.19,197.53,170.81,101.06,6.21,71.64,42.83,5,33.74,1
60.35,60.5,5.53,20989,21,31,10,18,0.78,0.99,0.93,63.71,231.63,138.22,110.47,8.15,37.93,64.25,4,58.51,5
35.91,43.88,3.06,16531,17,25,7,16,1.95,0.52,0.51,39.05,146.16,176.86,127.6,8.23,40.12,53.84,2,73.25,5
67.76,42.35,5.43,18169,19,42,10,14,1.18,1.92,0.94,54.56,282.45,161.48,87.22,5.12,56.32,69.74,4,68.57,2
29.41,29.0,3.55,32515,33,9,5,24,0.84,1.57,0.61,13.31,138.24,192.27,109.23,7.95,69.51,30.13,4,40.18,1
53.69,40.24,5.2,21232,22,45,11,12,2.59,1.08,0.71,43.09,219.51,175.94,96.65,9.48,49.16,68.48,3,71.27,3
56.12,41.7,5.07,38051,39,35,11,15,0.53,1.94,1.47,41.09,239.82,143.15,105.58,6.99,78.37,45.51,4,65.82,6
51.56,66.09,4.66,28965,29,39,9,18,1.58,0.59,0.51,49.16,235.76,108.61,78.42,8.72,67.78,60.26,3,83.31,0
57.93,43.92,6.24,27053,28,43,10,13,2.61,2.11,1.4,58.42,286.64,207.74,78.58,7.22,56.23,77.6,4,72.36,7
74.37,71.83,6.19,31201,32,44,15,6,1.56,0.79,1.13,68.73,266.6,102.81,67.88,4.07,72.5,74.56,5,50.69,0
54.08,37.63,4.88,13025,14,34,7,14,0.87,2.08,1.18,55.64,177.63,161.87,138.98,8.13,42.89,62.28,4,38.22,1
54.83,45.27,6.07,28909,29,40,9,14,0.55,1.75,2.35,57.3,269.63,152.54,114.7,7.9,60.06,52.0,5,49.66,0
39.95,30.91,3.85,14126,15,22,8,20,1.0,0.98,0.69,37.34,164.02,189.7,139.08,8.58,33.15,44.74,3,41.92,5
67.51,65.12,6.36,18493,19,45,14,15,1.43,1.87,1.59,81.13,307.91,124.13,78.7,5.34,30.52,78.25,6,44.7,2
43.49,45.83,3.66,12158,13,23,8,18,1.27,1.19,0.13,51.64,195.03,230.48,140.75,5.95,21.88,55.87,2,93.61,5
36.87,39.32,2.1,11786,12,24,2,25,0.94,0.78,0.59,29.33,101.99,171.58,106.67,5.32,22.54,40.92,3,44.07,5
67.97,62.18,4.76,30305,31,41,16,11,2.18,1.08,1.5,57.42,180.84,72.11,81.7,6.57,59.68,74.6,3,62.05,0
71.24,56.29,6.88,13317,14,44,15,9,1.24,1.42,0.82,61.15,321.68,125.18,98.19,5.95,32.3,76.05,6,50.15,2
67.38,64.91,6.65,19910,20,46,14,8,1.8,0.48,1.63,56.51,302.45,137.49,77.15,5.99,42.7,70.23,4,83.44,2
48.44,33.89,6.03,16799,17,25,9,22,1.94,0.99,1.13,37.27,299.04,234.42,138.73,5.41,30.8,50.11,5,54.78,6
51.44,45.83,3.44,19768,20,28,10,18,0.44,0.79,0.66,49.22,181.7,162.17,138.29,5.94,47.93,60.25,3,66.17,1
52.29,55.59,4.82,21561,22,37,8,14,1.28,1.4,1.67,69.62,239.81,155.18,88.12,4.32,51.06,56.29,6,44.28,7
58.95,44.29,5.69,27179,28,38,11,17,1.98,1.23,1.27,26.47,235.93,154.86,79.44,5.56,62.79,62.2,5,45.18,3
44.07,48.27,2.47,25392,26,31,8,18,0.5,0.46,0.49,51.24,73.62,175.8,98.63,8.98,70.38,57.18,2,43.04,6
73.98,64.3,6.75,29511,30,44,12,1,1.78,0.97,0.66,70.2,303.63,93.89,58.69,8.89,59.17,77.95,4,74.16,0
51.57,54.59,6.22,35597,36,34,11,15,2.24,0.87,0.36,47.56,297.47,137.95,96.86,6.95,75.28,70.05,6,47.0,2
29.15,54.82,4.23,20538,21,28,7,23,1.6,0.48,0.98,34.84,180.22,203.93,119.82,5.67,43.57,49.51,2,98.04,2
31.56,34.19,3.0,31247,32,13,4,19,1.18,0.7,0.37,29.19,127.32,170.13,146.68,5.51,77.88,37.61,2,59.42,7
29.9,44.47,1.82,29949,30,21,8,19,0.0,0.52,0.41,32.01,72.83,161.8,97.67,7.48,61.73,46.31,1,71.46,1
35.11,53.84,4.59,21997,22,17,6,19,1.27,1.64,1.0,43.58,238.04,186.57,134.11,6.54,49.4,52.6,4,53.68,1
77.96,71.62,7.31,19187,20,56,17,2,3.06,1.92,1.31,70.17,300.19,64.95,78.59,5.46,36.96,84.38,4,77.43,2
62.89,44.36,5.13,10530,11,34,11,16,2.02,1.61,1.41,55.1,247.5,163.38,127.65,7.8,18.24,57.17,4,63.4,5
56.62,58.17,5.66,17858,18,43,14,12,1.98,0.89,1.29,72.71,238.68,160.54,78.89,5.54,33.99,66.42,3,76.01,2
55.01,52.55,5.41,37632,38,35,12,17,0.95,1.61,1.38,45.53,242.55,170.98,56.67,8.98,86.08,62.78,4,55.79,0
68.83,61.17,6.98,20392,21,45,16,17,2.29,2.08,2.33,59.81,333.01,117.23,64.04,9.28,44.21,81.9,5,74.74,7
38.24,26.83,4.15,29768,30,20,9,19,0.46,2.16,0.5,37.21,155.45,191.63,141.07,6.77,69.42,41.92,4,40.73,6
46.0,50.93,3.78,25630,26,30,9,19,2.44,1.62,0.88,59.67,186.79,127.47,128.03,5.45,64.65,62.85,3,54.58,1
73.94,58.39,6.85,30332,31,48,14,14,2.76,1.17,1.03,68.48,273.74,119.53,50.49,6.84,70.43,77.44,5,54.22,7
74.35,60.96,5.6,23386,24,50,9,17,2.57,2.2,1.3,62.44,231.11,147.0,65.31,6.61,51.34,70.7,4,65.19,0
70.98,57.54,7.5,20918,21,54,11,17,1.11,2.62,0.74,62.27,308.68,187.83,87.62,6.32,36.86,67.06,5,59.1,2
47.33,53.36,4.76,30672,31,31,10,17,2.49,1.79,0.0,37.4,176.93,122.12,76.35,8.23,60.93,48.85,6,29.1,3
70.44,61.45,7.49,24582,25,42,9,12,3.16,1.25,0.47,61.57,339.48,110.88,72.6,6.63,50.73,67.8,6,62.01,2
69.19,78.37,5.69,37999,38,53,16,7,0.5,1.02,0.27,74.68,272.09,55.6,92.75,4.4,79.46,73.17,5,59.14,7
57.65,69.55,5.1,10068,11,39,12,13,2.39,1.39,1.44,55.75,232.3,118.7,71.18,5.52,20.02,72.44,5,47.95,4
54.28,50.3,7.55,37643,38,41,13,16,0.8,1.95,1.67,62.25,347.56,191.86,105.29,10.0,78.6,73.52,8,44.19,7
70.37,60.17,6.37,21854,22,48,13,17,2.74,1.74,0.6,58.66,290.5,128.8,87.82,5.9,41.29,57.04,7,46.83,2
42.26,28.87,4.86,33232,34,28,5,12,0.96,0.73,0.89,26.46,229.76,174.71,118.59,9.59,78.0,46.66,3,73.38,0
70.97,56.02,5.58,24541,25,39,16,11,0.99,1.54,0.97,48.19,256.79,113.0,85.02,7.43,53.7,77.92,5,38.44,0
